LandContour,GarageYrBlt,FullBath,BsmtFinSF1,TotRmsAbvGrd,ExterQual,OpenPorchSF,Heating,Condition2,OverallQual,GarageCars,KitchenQual,KitchenAbvGr,2ndFlrSF,CentralAir,BsmtQual,TotalBsmtSF,Fireplaces,SalePrice
Low,1958.0,2,697,7,Gd,98,GasA,Norm,6,2,Gd,1,700,Y,Gd,1444,2,277000
Lvl,2005.0,1,0,6,TA,0,GasA,Norm,3,0,Fa,1,0,Y,TA,728,0,76500
HLS,2006.0,2,1573,5,Gd,0,GasA,Norm,8,2,Gd,1,0,Y,Gd,1573,1,235000
Lvl,2004.0,2,0,6,Gd,45,GasA,Norm,6,2,Gd,1,842,Y,Gd,798,0,173000
Lvl,1964.0,2,270,7,TA,0,GasA,Norm,6,1,Gd,1,0,Y,Gd,1302,0,158000
Lvl,1957.0,1,922,5,TA,0,GasA,Norm,5,1,TA,1,0,Y,TA,1314,0,145000
Lvl,1999.0,2,0,8,Gd,0,GasA,Norm,7,2,Gd,1,1286,Y,Gd,975,1,230000
Lvl,2003.0,2,503,7,Gd,56,GasA,Norm,6,2,Gd,1,864,Y,Gd,864,0,207500
Lvl,2006.0,2,1334,8,Gd,110,GasA,Norm,7,2,Gd,1,0,Y,Gd,1604,1,220000
Lvl,2001.0,2,361,7,Gd,96,GasA,Norm,7,2,Gd,1,829,Y,Gd,963,1,231500
Lvl,1956.0,1,0,4,TA,45,GasA,Norm,5,1,TA,1,0,Y,TA,0,0,97000
Lvl,1991.0,1,672,6,TA,0,GasA,Norm,6,2,TA,1,0,Y,TA,1362,1,176000
Lvl,2007.0,2,0,10,Gd,148,GasA,Norm,8,3,Ex,1,1092,Y,Ex,1482,1,276000
Lvl,1978.0,1,506,6,TA,12,GasA,Norm,6,2,TA,1,0,Y,Gd,506,1,151000
Lvl,1974.0,1,234,6,TA,0,GasA,Norm,5,2,TA,1,0,Y,TA,926,0,130000
Bnk,1965.0,1,0,4,TA,0,GasA,Norm,5,2,TA,1,0,N,Fa,680,0,73000
Lvl,1981.0,2,588,7,TA,0,GasA,Norm,6,2,Gd,1,0,Y,Gd,1422,1,175500
HLS,1997.0,2,714,8,TA,75,GasA,Norm,6,2,TA,1,709,Y,Gd,802,1,185000
Bnk,1939.0,2,378,8,TA,24,GasA,Norm,5,1,Gd,1,720,Y,TA,720,1,179500
Lvl,1966.0,1,403,4,TA,25,GasA,Norm,5,1,TA,1,0,Y,TA,740,1,120500
Lvl,1987.0,1,751,6,TA,30,GasA,Norm,6,1,TA,1,0,Y,TA,1143,1,148000
Lvl,2006.0,2,0,8,Gd,51,GasA,Norm,8,3,Gd,1,844,Y,Gd,1095,1,266000
Low,1954.0,1,226,5,TA,0,GasA,Norm,7,2,TA,1,0,Y,Gd,1385,2,241500
Lvl,1999.0,2,524,9,Gd,57,GasA,Norm,8,3,Gd,1,1106,Y,Gd,1152,1,290000
Lvl,1958.0,2,620,6,TA,0,GasA,Norm,6,1,TA,1,0,Y,TA,1240,1,139000
Lvl,1982.0,1,546,5,TA,0,GasA,Norm,5,1,TA,1,0,Y,TA,816,0,124500
Lvl,1978.0,2,0,5,Gd,0,GasW,Norm,7,2,Ex,1,596,N,TA,952,0,205000
Lvl,2003.0,2,0,7,Gd,150,GasA,Norm,7,2,Gd,1,0,Y,Ex,1560,0,201000
Lvl,1951.0,1,120,4,TA,0,GasA,Norm,4,2,TA,1,0,Y,TA,864,0,141000
Lvl,2007.0,2,0,8,Ex,98,GasA,Norm,9,3,Ex,1,0,Y,Ex,2121,1,415298
Lvl,1977.0,2,392,8,TA,117,GasA,Norm,7,2,TA,1,866,Y,Gd,1160,1,192000
Lvl,1989.0,2,421,7,Gd,84,GasA,Norm,7,2,Gd,1,807,Y,Gd,807,1,228500
Lvl,2006.0,2,905,5,Gd,120,GasA,Norm,6,2,Gd,1,0,Y,Gd,1262,0,185000
Lvl,2008.0,2,904,6,Gd,62,GasA,Norm,7,2,Gd,1,0,Y,Gd,1314,1,207500
Lvl,2008.0,2,0,6,Gd,150,GasA,Norm,8,3,Gd,1,0,Y,Gd,1468,1,244600
Lvl,1992.0,2,430,5,Gd,0,GasA,Norm,6,2,Gd,1,0,Y,Gd,1575,0,179200
Lvl,2006.0,2,0,5,Gd,54,GasA,Norm,7,2,Gd,1,625,Y,Gd,625,0,164700
Bnk,1962.0,1,600,7,TA,0,GasA,Norm,6,2,Gd,1,649,Y,TA,912,1,159000
Lvl,2005.0,1,614,5,TA,0,GasA,Norm,4,0,TA,1,0,Y,TA,858,0,88000
Lvl,1970.0,1,450,5,TA,0,GasA,Norm,5,1,TA,1,0,Y,TA,882,0,122000
Lvl,2003.0,1,0,7,TA,0,GasA,Norm,6,1,TA,1,698,Y,TA,698,0,153575
Lvl,2006.0,2,0,8,Gd,51,GasA,Norm,8,2,Gd,1,840,Y,Gd,1079,1,233230
Bnk,2005.0,2,210,9,TA,184,GasA,Norm,5,0,Fa,1,780,N,TA,780,0,135900
Lvl,1949.0,1,292,8,TA,0,GasA,Norm,5,1,TA,1,568,Y,TA,768,1,131000
Lvl,1977.0,2,795,9,TA,250,GasA,Norm,7,2,Gd,1,795,Y,TA,795,1,235000
Lvl,1953.0,1,1285,7,TA,0,GasA,Norm,6,2,TA,1,0,Y,TA,1416,2,167000
Lvl,1984.0,1,819,6,TA,0,GasA,Norm,6,2,TA,1,0,Y,TA,1003,0,142500
Lvl,1950.0,1,420,6,TA,0,GasA,Norm,5,1,TA,1,648,Y,TA,910,0,152000
Lvl,1997.0,2,649,7,Gd,10,GasA,Norm,7,2,Gd,1,975,Y,Gd,975,1,239000
Lvl,1968.0,1,384,7,Gd,0,GasA,Norm,6,2,TA,1,702,Y,TA,702,1,175000
Lvl,1950.0,1,0,6,TA,36,GasA,Norm,6,1,Gd,1,0,Y,TA,1092,1,158500
Lvl,1953.0,1,841,5,TA,0,GasA,Norm,5,1,TA,1,0,Y,TA,1165,2,157000
Lvl,1998.0,2,281,9,Gd,50,GasA,Norm,8,2,Gd,1,1242,Y,Gd,1028,1,267000
Lvl,2001.0,2,0,6,Gd,81,GasA,Norm,7,3,Gd,1,0,Y,Gd,1541,1,205000
Lvl,1975.0,1,894,5,TA,0,GasA,Norm,5,2,TA,1,0,Y,TA,894,0,149900
Lvl,2003.0,3,0,10,TA,0,GasA,Norm,7,3,Gd,1,1818,Y,TA,1470,1,295000
Lvl,2004.0,2,1464,8,Gd,0,GasA,Norm,8,3,Gd,1,0,Y,Gd,2000,0,305900
Lvl,1990.0,2,700,8,Gd,44,GasA,Norm,7,3,Gd,1,1121,Y,Gd,700,1,225000
Lvl,2005.0,1,0,6,TA,144,GasA,Norm,6,0,Fa,1,371,Y,TA,319,0,89500
Lvl,1961.0,1,262,4,TA,0,GasA,Norm,4,2,TA,1,0,Y,TA,861,0,82500
Lvl,2003.0,2,1274,8,Gd,175,GasA,Norm,9,3,Ex,1,0,Y,Ex,1896,3,360000
Lvl,1993.0,2,518,6,TA,63,GasA,Norm,6,2,Gd,1,804,Y,Gd,697,1,165600
Lvl,1948.0,1,680,5,TA,0,GasA,Norm,6,1,TA,1,0,Y,TA,972,1,132000
Lvl,1939.0,1,507,5,TA,0,GasA,Norm,5,2,TA,1,325,Y,Gd,793,1,119900
Low,1965.0,2,1236,8,TA,0,GasW,Norm,7,2,TA,1,0,Y,Gd,2136,2,375000
Lvl,1925.0,1,16,6,TA,0,GasA,Norm,7,2,Ex,1,809,Y,TA,728,1,178000
Lvl,2004.0,2,425,6,Gd,51,GasA,Norm,7,2,Gd,1,716,Y,Gd,716,1,188500
Lvl,1983.0,2,692,10,Gd,195,GasA,Norm,7,2,Ex,1,1200,Y,Gd,845,1,260000
Lvl,2006.0,2,0,8,Gd,46,GasA,Norm,8,3,Gd,1,871,Y,Gd,1088,1,270000
Low,1993.0,2,987,9,Gd,60,GasA,Norm,7,3,Gd,1,1274,Y,Gd,1347,1,260000
Lvl,1980.0,2,1036,6,TA,48,GasA,Norm,7,2,TA,1,0,Y,Gd,1372,2,187500
Lvl,2006.0,3,0,9,TA,154,GasA,Norm,9,3,Gd,1,1347,Y,Ex,1249,0,342643
Lvl,2004.0,2,970,10,Gd,154,GasA,Norm,8,3,Gd,1,1332,Y,Ex,1136,1,354000
Lvl,1987.0,2,28,8,Gd,96,GasA,Norm,7,2,Gd,1,1177,Y,TA,1502,1,301000
Lvl,1955.0,1,256,6,TA,98,GasA,Norm,3,1,TA,1,0,Y,TA,1162,0,126175
Lvl,1961.0,2,0,11,Gd,0,GasA,Norm,7,2,Gd,1,1080,Y,Gd,710,1,242000
Lvl,1941.0,1,116,5,TA,0,GasA,Norm,5,2,TA,1,0,N,TA,720,0,87000
Lvl,1993.0,1,1619,6,Gd,30,GasA,Norm,8,2,Gd,1,0,Y,Gd,1719,2,324000
Lvl,1960.0,1,565,7,TA,45,GasA,Norm,6,1,TA,1,0,Y,TA,1383,0,145250
Bnk,1930.0,2,0,10,TA,60,GasA,Norm,6,2,Gd,1,689,N,TA,844,0,214500
Lvl,1920.0,1,0,6,TA,0,GasA,Norm,5,1,TA,1,596,N,TA,596,0,78000
Lvl,2002.0,2,40,10,TA,0,GasA,Norm,5,1,TA,2,0,Y,TA,1728,0,119000
Lvl,1958.0,1,846,6,TA,0,GasA,Norm,5,1,TA,1,0,Y,TA,1056,0,139000
Lvl,2003.0,2,1124,7,Gd,0,GasA,Norm,8,3,Gd,1,0,Y,Gd,3206,1,284000
Lvl,2004.0,2,720,6,Gd,30,GasA,Norm,7,2,Gd,1,0,Y,Gd,1358,1,207000
Lvl,1998.0,2,828,7,TA,38,GasA,Norm,6,2,TA,1,695,Y,Gd,943,2,192000
HLS,1965.0,2,1249,7,TA,0,GasA,Norm,5,2,TA,1,167,Y,TA,1499,2,228950
HLS,2005.0,2,1249,8,Gd,51,GasA,Norm,9,3,Gd,1,0,Y,Ex,1922,1,377426
Lvl,2002.0,2,810,7,Gd,74,GasA,Norm,7,2,Gd,1,0,Y,Gd,1536,0,214000
Lvl,1984.0,2,213,8,Gd,45,GasA,Norm,7,2,Gd,1,0,Y,Gd,1208,0,202500
Lvl,1958.0,1,585,6,TA,0,GasA,Norm,6,1,TA,1,0,Y,TA,1215,0,155000
Lvl,2002.0,2,0,9,Gd,0,GasA,Norm,8,2,Gd,1,915,Y,Gd,967,0,202900
Lvl,1950.0,1,0,4,Fa,0,GasA,Norm,4,1,TA,1,0,Y,TA,721,0,82000
Lvl,1949.0,2,0,6,TA,0,Wall,Norm,3,2,TA,2,0,N,TA,0,0,87500
Lvl,2005.0,2,28,6,Ex,72,GasA,Norm,9,2,Ex,1,0,Y,Ex,1684,1,266000
Lvl,1976.0,1,129,4,TA,0,GasA,Norm,5,1,TA,1,576,Y,Gd,536,0,85000
Lvl,1939.0,1,0,6,TA,0,GasA,Norm,6,1,Fa,1,605,Y,TA,972,1,140200
Lvl,1960.0,1,498,5,TA,0,GasA,Norm,6,1,TA,1,0,Y,TA,958,0,151500
Lvl,1960.0,2,1270,6,TA,40,GasA,Norm,6,2,TA,1,0,Y,TA,1478,2,157500
Lvl,2003.0,2,573,6,Gd,27,GasA,Norm,7,2,Gd,1,862,Y,Gd,764,0,154000
Lvl,2006.0,2,1410,10,Ex,0,GasA,Norm,9,3,Ex,1,880,Y,Ex,1848,2,437154
Lvl,2007.0,2,0,6,Ex,54,GasA,Norm,9,2,Ex,1,0,Y,Ex,1869,1,318061
Low,1986.0,1,1082,6,TA,80,GasA,Norm,7,2,Gd,1,0,Y,Gd,1453,1,190000
Lvl,1941.0,1,236,5,TA,0,GasA,Norm,5,1,TA,1,495,N,TA,616,0,95000
Lvl,2005.0,1,0,5,TA,0,GasA,Norm,6,2,TA,1,0,Y,TA,624,0,105900
Bnk,1940.0,1,388,6,TA,0,GasA,Norm,6,1,TA,1,403,Y,TA,940,2,140000
Lvl,1995.0,2,334,6,Gd,26,GasA,Norm,6,2,Gd,1,0,Y,Gd,1200,0,177500
Lvl,1992.0,2,560,6,TA,26,GasA,Norm,6,2,Gd,1,0,Y,Gd,1158,0,173000
Lvl,1976.0,1,874,6,TA,90,GasA,Norm,5,2,TA,1,0,Y,Gd,1142,1,134000
Lvl,1958.0,1,300,6,TA,0,GasA,Norm,5,1,Gd,1,0,Y,TA,1062,0,130000
Lvl,1998.0,2,956,7,Gd,75,GasA,Norm,8,2,Gd,1,838,Y,Gd,1086,1,280000
Lvl,1978.0,1,773,5,TA,0,GasA,Norm,6,2,TA,1,0,Y,Gd,888,1,156000
Lvl,1940.0,1,399,8,TA,0,GasA,Norm,5,1,TA,1,517,Y,TA,883,0,145000
Lvl,2003.0,3,0,7,Gd,0,GasA,Norm,7,2,Gd,1,1427,Y,TA,0,1,198500
Lvl,1972.0,1,162,5,TA,0,GasA,Norm,6,1,Gd,1,504,Y,TA,483,0,118000
Lvl,1976.0,2,712,6,TA,111,GasA,Norm,6,2,TA,1,784,Y,Gd,796,1,190000
Lvl,1964.0,1,456,6,TA,128,GasA,Norm,5,1,TA,1,672,Y,TA,672,0,147000
Lvl,1963.0,1,609,6,TA,76,GasA,Norm,6,2,TA,1,0,Y,Gd,1394,2,159000
Lvl,1962.0,1,371,6,TA,110,GasA,Norm,6,1,TA,1,0,Y,Gd,1099,1,165000
Lvl,1954.0,1,540,7,TA,98,GasA,Norm,5,1,TA,1,0,Y,TA,1268,1,132000
Lvl,1997.0,1,72,7,TA,17,GasA,Norm,5,2,Gd,1,0,Y,TA,1063,1,162000
Lvl,2000.0,2,0,7,TA,40,GasA,Norm,6,2,TA,1,711,Y,Gd,953,1,172400
Lvl,1991.0,2,0,7,TA,59,GasA,Norm,4,2,TA,1,468,Y,TA,0,1,134432
Lvl,1984.0,1,623,4,TA,0,GasA,Norm,6,1,TA,1,0,Y,Gd,744,0,125000
Lvl,1953.0,1,428,5,TA,0,GasA,Norm,5,1,TA,1,0,Y,TA,608,0,123000
Lvl,2003.0,2,0,8,Gd,48,GasA,Norm,7,2,Gd,1,1081,Y,Gd,847,1,219500
Low,2005.0,0,350,4,Fa,0,GasA,Norm,1,0,Fa,1,0,N,Fa,683,0,61000
Lvl,1998.0,1,298,5,Gd,0,GasA,Norm,5,2,TA,1,0,Y,Gd,870,0,148000
Lvl,2004.0,3,0,8,Gd,214,GasA,Norm,8,2,Gd,1,886,Y,Gd,1580,1,340000
Lvl,2010.0,1,1445,8,Gd,0,GasA,Norm,9,3,Ex,1,0,Y,Ex,1856,1,394432
Lvl,2000.0,2,0,7,TA,63,GasA,Norm,6,2,TA,1,793,Y,Gd,982,1,179000
Lvl,1924.0,2,218,6,TA,0,GasA,Norm,5,1,Gd,1,665,Y,TA,1026,1,127000
Lvl,2006.0,2,0,5,Gd,121,GasA,Norm,7,2,Gd,1,0,Y,Gd,1293,1,187750
Lvl,2006.0,2,0,8,Gd,53,GasA,Norm,7,2,Gd,1,858,Y,Gd,939,0,213500
Lvl,1950.0,1,0,5,TA,0,GasA,Norm,6,2,TA,1,0,N,Fa,784,0,76000
Low,1992.0,2,985,9,Gd,231,GasA,Norm,6,2,Gd,1,874,Y,Gd,1580,2,240000
Lvl,2004.0,2,24,6,Gd,20,GasA,Norm,8,2,Gd,1,0,Y,Gd,1256,1,192000
Lvl,2005.0,1,0,8,TA,151,GasA,Norm,5,0,TA,1,526,Y,TA,658,0,81000
Lvl,1977.0,1,631,6,TA,0,GasA,Norm,6,1,TA,1,0,Y,TA,1041,1,125000
Lvl,1999.0,2,0,6,Gd,25,GasA,Norm,7,2,Gd,1,0,Y,Gd,1468,0,191000
Lvl,2008.0,2,1280,9,Ex,134,GasA,Norm,10,3,Ex,1,590,Y,Ex,1682,1,426000
Lvl,1978.0,1,241,7,TA,130,GasA,Norm,5,1,TA,1,406,Y,TA,861,0,119000
Lvl,2001.0,2,690,7,TA,192,GasA,Norm,6,2,Gd,1,1157,Y,Ex,804,1,215000
Lvl,1959.0,1,0,5,TA,0,GasA,Norm,5,1,TA,1,0,Y,TA,0,0,106500
Lvl,2005.0,1,266,4,TA,0,GasA,Norm,4,0,TA,1,0,Y,TA,788,2,100000
Lvl,1940.0,1,0,5,TA,39,GasA,Norm,5,1,TA,1,299,Y,TA,735,0,109000
Lvl,1956.0,1,739,6,TA,0,GasA,Norm,5,1,TA,1,0,Y,TA,1144,0,129000
Low,1985.0,1,777,6,TA,0,GasA,Norm,5,2,TA,1,0,Y,TA,894,0,123000
Lvl,1962.0,2,540,8,TA,168,GasA,Norm,5,1,TA,1,936,Y,TA,864,1,169500
Lvl,1920.0,1,0,6,TA,0,GasA,Norm,5,1,TA,1,0,Y,Fa,961,0,67000
Lvl,2007.0,2,812,7,Gd,168,GasA,Norm,7,2,Gd,1,438,Y,Gd,1092,0,241000
Lvl,1996.0,1,786,4,Gd,30,GasA,Norm,8,2,Ex,1,0,Y,Gd,1260,2,245500
Lvl,2005.0,2,24,6,Gd,0,GasA,Norm,7,2,Gd,1,0,Y,Gd,1310,1,164990
Lvl,1940.0,1,0,4,TA,0,GasA,Norm,5,1,TA,1,0,Y,TA,672,0,108000
Lvl,1998.0,2,0,10,Gd,123,GasA,Norm,8,2,Gd,1,1098,Y,Gd,1141,1,258000
Lvl,1995.0,2,0,7,TA,40,GasA,Norm,6,2,TA,1,766,Y,Gd,806,1,168000
Lvl,1993.0,2,1116,8,TA,78,GasA,Norm,4,2,TA,1,0,Y,TA,1281,1,150000
Lvl,1936.0,1,0,6,TA,0,GasA,Norm,6,1,TA,1,0,Y,TA,1064,0,115000
Lvl,1960.0,2,0,8,TA,0,GasA,Norm,6,1,TA,1,840,Y,Gd,840,0,177000
Lvl,2006.0,2,0,9,Gd,62,GasA,Norm,7,3,Gd,1,1101,Y,Ex,1063,1,280000
Lvl,2008.0,2,789,8,Gd,102,GasA,Norm,8,3,Ex,1,1028,Y,Ex,1034,1,339750
Lvl,1958.0,1,0,5,TA,0,GasA,Norm,5,1,TA,1,0,Y,TA,1276,0,60000
Bnk,1955.0,1,1056,5,TA,0,GasA,Norm,5,2,TA,1,0,N,TA,1056,0,145000
Lvl,2009.0,2,578,7,Ex,144,GasA,Norm,7,2,Gd,1,0,Y,Ex,1470,1,222000
Lvl,1927.0,1,0,5,TA,0,GasA,Norm,5,2,TA,1,0,Y,TA,1008,1,115000
Lvl,1993.0,2,50,9,Gd,187,GasA,Norm,7,3,Gd,1,1017,Y,Gd,1080,1,228000
Lvl,2007.0,2,24,6,Gd,30,GasA,Norm,7,2,Gd,1,0,Y,Gd,1340,0,181134
Lvl,1978.0,1,209,6,TA,0,GasA,Norm,6,2,TA,1,728,Y,TA,672,1,149500
Lvl,1918.0,2,1128,10,TA,0,GasW,Norm,6,3,TA,1,1254,N,Gd,1370,1,239000
Lvl,1940.0,1,312,7,TA,0,GasA,Norm,5,1,TA,1,378,N,TA,756,0,126000
Lvl,1968.0,1,775,6,TA,85,GasA,Norm,5,1,TA,1,0,Y,TA,1056,1,142000
Lvl,1997.0,2,1309,8,TA,0,GasA,Norm,7,4,TA,2,0,Y,Gd,1344,0,206300
Lvl,1977.0,2,1246,8,Gd,0,GasA,Norm,6,2,Gd,1,0,Y,Gd,1602,1,215000
HLS,1954.0,1,0,4,TA,0,GasA,Norm,5,2,TA,1,0,Y,TA,988,0,113000
Lvl,1998.0,2,986,8,Gd,66,GasA,Norm,8,3,Gd,1,1160,Y,Gd,1470,1,315000
Lvl,1956.0,1,616,6,TA,44,GasA,Norm,6,1,TA,1,0,Y,Gd,1196,1,139000
HLS,1947.0,1,0,6,TA,0,GasA,Norm,7,1,TA,1,682,Y,TA,651,2,135000
Low,1989.0,2,1518,5,Gd,0,GasA,Norm,7,2,Gd,1,0,Y,Gd,1518,1,275000
Lvl,1964.0,1,288,5,TA,0,GasA,Norm,4,1,TA,1,0,Y,TA,907,0,109008
Lvl,2007.0,2,664,6,Gd,54,GasA,Norm,7,2,Gd,1,0,Y,Gd,1208,0,195400
Lvl,1988.0,2,1005,6,TA,0,GasA,Norm,6,2,Gd,1,0,Y,Gd,1392,1,175000
Lvl,1971.0,1,387,4,TA,0,GasA,Norm,6,1,TA,1,504,Y,TA,483,0,85400
Bnk,2005.0,1,0,7,TA,98,GasA,Norm,6,0,TA,1,110,Y,TA,901,0,79900
Lvl,1971.0,1,471,6,TA,36,GasA,Norm,5,2,TA,1,600,Y,TA,765,0,122500
Lvl,1997.0,2,0,7,TA,36,GasA,Norm,6,2,TA,1,678,Y,Gd,926,1,181000
Lvl,2005.0,1,495,3,TA,0,GasA,Norm,4,0,TA,1,0,Y,Gd,630,0,81000
Lvl,1996.0,2,385,6,Gd,61,GasA,Norm,7,2,Gd,1,834,Y,Gd,799,1,212000
Lvl,1990.0,1,0,6,TA,0,GasA,Norm,6,2,TA,1,384,Y,Fa,648,0,116000
Lvl,1926.0,1,0,4,Gd,0,GasA,Norm,6,1,TA,1,0,Y,TA,884,0,119000
Lvl,1990.0,1,365,4,TA,0,GasA,Norm,5,1,Gd,1,0,N,TA,440,1,90350
Lvl,2005.0,1,0,7,TA,46,GasA,Norm,6,2,Gd,1,512,Y,TA,684,0,110000
Lvl,2008.0,2,1767,10,Ex,72,GasA,Norm,10,3,Ex,1,0,Y,Ex,3094,2,555000
Lvl,2005.0,2,133,8,TA,0,GasA,Norm,4,0,Fa,2,0,N,TA,1440,0,118000
Lvl,1930.0,2,0,8,TA,0,GasA,Norm,5,2,TA,1,445,Y,TA,1078,1,162900
Lvl,2007.0,2,0,6,Gd,16,GasA,Norm,7,3,Gd,1,0,Y,Ex,1258,1,172500
Lvl,1994.0,2,642,8,Gd,133,GasA,Norm,7,2,Gd,1,975,Y,Gd,915,1,210000
Lvl,1956.0,1,0,7,TA,0,GasA,Norm,6,2,TA,1,0,Y,TA,1436,1,127500
Lvl,1966.0,2,247,6,Gd,0,GasA,Norm,6,2,Gd,1,0,Y,TA,1517,1,190000
Lvl,1998.0,2,0,10,Gd,0,GasA,Norm,7,2,Gd,1,930,Y,Gd,930,1,199900
Bnk,1937.0,2,0,7,TA,0,GasA,Norm,6,1,TA,1,596,Y,TA,780,1,119500
Lvl,1981.0,1,331,6,TA,176,GasA,Norm,3,1,TA,1,504,Y,TA,649,0,120000
Lvl,1932.0,1,0,5,TA,113,GasA,Norm,6,1,Gd,1,0,Y,TA,813,0,110000
Low,1975.0,2,655,5,TA,54,GasA,Norm,7,2,Gd,1,0,Y,Gd,1533,2,280000
Lvl,1996.0,2,742,7,Gd,122,GasA,Norm,6,2,TA,1,868,Y,Ex,872,0,204000
Lvl,2008.0,2,0,6,Gd,30,GasA,Norm,8,2,Gd,1,804,Y,Gd,768,0,210000
Lvl,1976.0,2,1606,8,TA,0,GasA,Norm,5,2,TA,2,0,Y,TA,1728,0,188000
Lvl,1973.0,1,916,6,TA,0,GasA,Norm,7,2,TA,1,0,Y,TA,1242,1,175500
Lvl,1916.0,1,0,7,TA,0,GasA,Norm,5,3,TA,1,720,N,TA,624,0,98000
Low,1954.0,1,1116,6,TA,137,GasA,Norm,4,2,Gd,1,0,Y,Gd,1364,2,256000
Lvl,1925.0,1,0,7,TA,63,GasA,Norm,8,1,Gd,1,833,Y,TA,588,1,161000
Bnk,1950.0,1,185,5,TA,0,GasA,Norm,5,1,Gd,1,224,Y,TA,709,1,110000
Lvl,2009.0,2,544,8,Gd,150,GasA,Norm,8,2,TA,1,1103,Y,Gd,832,0,263435
Lvl,1971.0,1,350,6,Gd,0,GasA,Norm,7,2,Gd,1,560,Y,Gd,560,0,155000
Lvl,1965.0,1,553,5,TA,0,GasA,Norm,5,1,TA,1,0,Y,TA,864,1,62383
HLS,1939.0,1,326,6,TA,0,GasA,Norm,6,1,TA,1,811,Y,TA,715,1,188700
HLS,2005.0,2,616,5,TA,0,GasA,Norm,5,0,TA,1,0,Y,Gd,1040,0,124000
Lvl,2004.0,2,0,6,Gd,20,GasA,Norm,7,2,Gd,1,0,Y,Gd,1375,1,178740
Lvl,1970.0,1,778,5,TA,0,GasA,Norm,7,2,TA,1,0,Y,TA,1277,1,167000
Lvl,1942.0,1,386,7,TA,0,GasA,Norm,5,1,Gd,1,756,Y,TA,728,2,146500
Lvl,2006.0,2,0,7,Gd,44,GasA,Norm,8,3,Gd,1,0,Y,Gd,1626,1,250000
Lvl,1993.0,2,426,7,Gd,70,GasA,Norm,6,2,Gd,1,878,Y,Gd,832,0,187000
Lvl,1985.0,1,368,4,Gd,54,GasA,Norm,8,2,Gd,1,0,Y,Gd,1488,0,212000
Lvl,1977.0,2,0,8,TA,0,GasA,Norm,7,2,TA,1,808,Y,Gd,808,1,190000
Lvl,2005.0,1,459,5,TA,28,GasA,Norm,6,2,TA,1,0,Y,Gd,547,0,148000
Lvl,2006.0,2,1350,7,Gd,63,GasA,Norm,8,3,Gd,1,0,Y,Ex,1976,1,440000
Lvl,2000.0,2,1196,6,Gd,48,GasA,Norm,8,2,Ex,1,0,Y,Gd,1494,0,251000
Lvl,1996.0,1,630,5,TA,24,GasA,Norm,5,2,TA,1,0,Y,TA,970,0,132500
Lvl,1997.0,2,994,7,TA,39,GasA,Norm,6,2,Gd,1,0,Y,Gd,1478,1,208900
Lvl,2006.0,2,0,9,Ex,84,GasA,Norm,9,3,Ex,1,574,Y,Gd,2153,1,380000
Lvl,2007.0,2,1288,7,Gd,44,GasA,Norm,8,3,Gd,1,0,Y,Ex,1705,1,297000
Bnk,1995.0,1,168,7,TA,72,GasA,Norm,4,2,TA,1,0,Y,Fa,907,0,89471
Lvl,2004.0,2,1261,8,Gd,112,GasA,Norm,9,3,Gd,1,0,Y,Ex,1833,1,326000
HLS,2003.0,2,1567,6,Gd,49,GasA,Norm,9,3,Ex,1,0,Y,Ex,1792,1,374000
Lvl,1915.0,1,299,7,Gd,0,GasA,Norm,7,1,Ex,1,910,Y,TA,910,1,155000
Lvl,1998.0,2,897,5,TA,125,GasA,Norm,6,2,TA,1,0,Y,Ex,1216,0,164000
Lvl,1963.0,1,588,6,TA,132,GasA,Norm,5,1,Gd,1,0,Y,TA,999,0,132500
Lvl,1950.0,1,607,5,Gd,80,GasA,Norm,5,1,Gd,1,0,Y,TA,1113,1,147000
Lvl,1965.0,1,836,6,TA,0,GasA,Norm,5,2,TA,1,0,Y,TA,1073,0,156000
Lvl,1971.0,2,998,7,TA,0,GasA,Norm,5,2,TA,1,0,Y,Gd,1484,1,175000
Lvl,1970.0,2,664,10,TA,0,GasA,Norm,5,2,TA,2,648,N,TA,954,1,160000
Lvl,1970.0,1,515,3,TA,0,GasA,Norm,4,1,Gd,1,0,Y,Gd,630,0,86000
Lvl,1976.0,1,0,4,TA,24,GasA,Norm,5,1,TA,1,688,Y,Gd,264,1,115000
Lvl,1941.0,1,403,5,TA,0,GasA,Norm,6,1,Fa,1,620,Y,TA,806,2,133000
Lvl,2006.0,2,0,8,Gd,0,GasA,Norm,6,2,TA,1,728,Y,Gd,728,0,172785
Lvl,1964.0,1,374,6,TA,0,GasA,Norm,5,1,TA,1,0,Y,TA,1269,1,155000
Lvl,1938.0,1,0,4,TA,20,GasA,Norm,5,1,TA,1,0,Y,Fa,190,0,91300
Lvl,2005.0,1,495,4,TA,523,GasA,Norm,4,0,TA,1,0,N,TA,720,0,34900
Lvl,1992.0,3,1231,10,Gd,75,GasA,Norm,8,2,Gd,1,0,Y,Gd,3200,1,430000
Lvl,1925.0,2,329,8,TA,100,GasA,Norm,7,1,TA,1,687,Y,TA,1026,0,184000
Lvl,1967.0,1,450,5,TA,0,GasA,Norm,5,1,Gd,1,0,Y,TA,864,0,130000
Lvl,1958.0,1,111,5,TA,285,GasA,Norm,5,1,TA,1,0,Y,TA,912,0,120000
Lvl,1973.0,1,356,7,TA,28,GasA,Norm,6,1,TA,1,546,Y,TA,672,0,113000
